placa,tipo_infraccion,gravedad,tipo_vehiculo,velocidad,fecha_hora,hora
SFB-623,NO_RESPETAR_PASO_PEATONAL,MODERADA,AUTO,83.59590549096247,2025-03-06 15:30:29.591715,0
SOR-293,INVASION_CARRIL,MODERADA,MOTO,35.86847005193215,2025-01-22 15:30:29.596248,10
JJS-977,ESTACIONAMIENTO_PROHIBIDO,LEVE,MOTO,29.61872875019281,2025-06-17 15:30:29.596665,4
DMG-798,GIRO_PROHIBIDO,MUY_GRAVE,BUS,72.13387083418517,2025-06-16 15:30:29.601217,21
YJY-458,NO_RESPETAR_PASO_PEATONAL,MODERADA,CAMION,42.14701457856732,2024-10-29 15:30:29.601694,21
SGJ-332,EXCESO_VELOCIDAD,LEVE,AUTO,76.31035238573946,2024-12-03 15:30:29.602136,21
AYG-620,EXCESO_VELOCIDAD,MODERADA,AUTO,29.02563918622897,2025-07-11 15:30:29.602475,12
WII-198,ESTACIONAMIENTO_PROHIBIDO,MUY_GRAVE,AUTO,49.71002937420868,2025-08-26 15:30:29.602796,20
FWD-538,ESTACIONAMIENTO_PROHIBIDO,LEVE,AUTO,83.72548452182238,2024-11-09 15:30:29.607368,17
KAF-978,EXCESO_VELOCIDAD,MODERADA,MOTO,51.246547915261104,2024-12-10 15:30:29.607759,5
MMA-361,EXCESO_VELOCIDAD,LEVE,AUTO,67.58948330183797,2025-03-08 15:30:29.608151,3
GTO-206,LUZ_ROJA,LEVE,AUTO,49.0759169639008,2025-10-04 15:30:29.608495,23
HYE-494,EXCESO_VELOCIDAD,MODERADA,MOTO,43.63306444195775,2025-05-09 15:30:29.608833,15
SOR-293,EXCESO_VELOCIDAD,MODERADA,AUTO,64.3179884748422,2025-09-25 15:30:29.613360,6
HHG-715,EXCESO_VELOCIDAD,MODERADA,AUTO,50.646358631969775,2025-08-07 15:30:29.613727,11
ODO-569,INVASION_CARRIL,GRAVE,AUTO,44.87006528424817,2025-02-01 15:30:29.614092,0
GIV-377,INVASION_CARRIL,MUY_GRAVE,AUTO,66.53963084250069,2025-07-09 15:30:29.614507,4
XAL-747,NO_CINTURON,MODERADA,MOTO,22.016308721704718,2025-06-16 15:30:29.614854,6
YUG-784,INVASION_CARRIL,LEVE,AUTO,31.029347088104423,2025-01-27 15:30:29.619414,19
QHB-799,EXCESO_VELOCIDAD,LEVE,AUTO,73.05373490866965,2025-04-24 15:30:29.619802,17
QJQ-607,GIRO_PROHIBIDO,MUY_GRAVE,MOTO,56.030359705489126,2025-03-16 15:30:29.620190,3
WPR-106,USO_CELULAR,LEVE,AUTO,39.553824826534594,2025-05-31 15:30:29.620502,9
WYH-824,ESTACIONAMIENTO_PROHIBIDO,LEVE,AUTO,58.33471689589268,2025-03-02 15:30:29.620839,18
FOV-543,ESTACIONAMIENTO_PROHIBIDO,LEVE,MOTO,61.81882024655897,2025-03-11 15:30:29.625262,4
JMS-674,EXCESO_VELOCIDAD,GRAVE,AUTO,81.49308646900623,2025-06-11 15:30:29.625633,14
UJD-140,EXCESO_VELOCIDAD,LEVE,AUTO,38.35909917940131,2025-10-06 15:30:29.626024,11
RYX-624,INVASION_CARRIL,MUY_GRAVE,CAMION,47.56608580492657,2025-04-20 15:30:29.626415,3
ZBE-128,LUZ_ROJA,LEVE,AUTO,50.67447665641669,2024-11-13 15:30:29.626751,2
CTL-106,EXCESO_VELOCIDAD,LEVE,AUTO,20.263506850994105,2025-01-19 15:30:29.629243,10
JXR-350,INVASION_CARRIL,LEVE,AUTO,80.2725435518418,2025-09-30 15:30:29.629660,16
IGA-486,LUZ_ROJA,MODERADA,AUTO,64.78740435137986,2025-09-24 15:30:29.630034,12
GQT-195,USO_CELULAR,LEVE,AUTO,61.965311431180474,2025-07-12 15:30:29.630403,18
VXI-791,ESTACIONAMIENTO_PROHIBIDO,MODERADA,AUTO,61.65584458661546,2025-01-05 15:30:29.630790,15
QHB-799,EXCESO_VELOCIDAD,LEVE,AUTO,67.61131391749933,2025-06-16 15:30:29.633272,17
KPD-599,EXCESO_VELOCIDAD,MODERADA,AUTO,76.73200024642817,2025-06-20 15:30:29.633634,14
ZMI-893,NO_CINTURON,GRAVE,AUTO,50.018191004536554,2025-09-16 15:30:29.634015,13
GRD-700,INVASION_CARRIL,LEVE,AUTO,64.84461755426503,2025-05-14 15:30:29.634383,23
PDK-545,EXCESO_VELOCIDAD,GRAVE,AUTO,59.08494042216925,2025-04-08 15:30:29.634753,0
DOT-566,USO_CELULAR,LEVE,AUTO,51.74072210096805,2024-12-22 15:30:29.637223,12
SZW-445,USO_CELULAR,MUY_GRAVE,AUTO,91.16515699379165,2025-04-22 15:30:29.637605,13
KLL-455,EXCESO_VELOCIDAD,MUY_GRAVE,CAMION,51.27326949911919,2025-08-09 15:30:29.637980,22
JGQ-625,GIRO_PROHIBIDO,MODERADA,CAMION,42.39180053386541,2025-05-19 15:30:29.638363,22
NEB-366,EXCESO_VELOCIDAD,MODERADA,AUTO,39.04598862798061,2024-12-13 15:30:29.640269,7
LBW-838,EXCESO_VELOCIDAD,GRAVE,AUTO,65.08047553258778,2025-05-31 15:30:29.640663,8
UER-703,USO_CELULAR,GRAVE,MOTO,56.06782284198142,2024-11-03 15:30:29.641064,19
CAT-290,NO_RESPETAR_PASO_PEATONAL,LEVE,MOTO,96.62256513254202,2025-09-17 15:30:29.641429,17
XKI-687,ESTACIONAMIENTO_PROHIBIDO,LEVE,MOTO,60.962506884370114,2025-04-27 15:30:29.641797,2
AOE-622,ESTACIONAMIENTO_PROHIBIDO,LEVE,MOTO,54.598410710427196,2025-02-13 15:30:29.646366,19
SQN-620,LUZ_ROJA,LEVE,MOTO,59.34499470389592,2025-06-08 15:30:29.646750,10
WJJ-771,INVASION_CARRIL,MODERADA,MOTO,33.16515880804493,2025-03-15 15:30:29.647141,15
TQG-316,NO_RESPETAR_PASO_PEATONAL,MODERADA,AUTO,47.52067623758323,2025-09-08 15:30:29.647482,12
PSE-185,USO_CELULAR,LEVE,MOTO,50.42575910207259,2025-09-03 15:30:29.647839,9
JPO-289,USO_CELULAR,LEVE,AUTO,78.59376009662343,2025-09-27 15:30:29.652413,3
FZL-784,INVASION_CARRIL,LEVE,AUTO,54.0565548284736,2025-03-17 15:30:29.652797,15
MDP-891,EXCESO_VELOCIDAD,GRAVE,AUTO,88.5493903159074,2025-01-27 15:30:29.653198,12
OMR-605,NO_RESPETAR_PASO_PEATONAL,GRAVE,AUTO,71.31113899737134,2025-10-04 15:30:29.653554,2
CTL-106,EXCESO_VELOCIDAD,LEVE,AUTO,32.80150070995432,2025-07-31 15:30:29.653933,19
JPH-457,EXCESO_VELOCIDAD,MODERADA,AUTO,44.12084114206201,2024-12-20 15:30:29.658496,6
ZKF-485,NO_RESPETAR_PASO_PEATONAL,LEVE,MOTO,71.40177564384541,2025-01-09 15:30:29.658842,11
MDD-169,LUZ_ROJA,MODERADA,MOTO,75.81618168329118,2024-10-18 15:30:29.659226,9
WLT-360,USO_CELULAR,LEVE,AUTO,79.35391693569096,2025-03-12 15:30:29.659569,18
HBM-380,EXCESO_VELOCIDAD,GRAVE,CAMION,71.46157944492143,2024-11-22 15:30:29.659912,14
CUW-664,EXCESO_VELOCIDAD,GRAVE,AUTO,78.56586728293705,2025-09-12 15:30:29.664459,18
NSF-964,LUZ_ROJA,MODERADA,AUTO,80.68352549769705,2025-08-01 15:30:29.664834,17
NAS-784,USO_CELULAR,MODERADA,AUTO,49.49021018483168,2025-10-06 15:30:29.665241,23
EXA-861,NO_RESPETAR_PASO_PEATONAL,MODERADA,AUTO,73.2397211551968,2024-11-09 15:30:29.665588,13
HZJ-701,EXCESO_VELOCIDAD,LEVE,AUTO,59.78468300153777,2025-04-19 15:30:29.665934,20
IEA-918,NO_CINTURON,GRAVE,MOTO,58.0481605546517,2025-01-09 15:30:29.670489,15
VCR-367,GIRO_PROHIBIDO,GRAVE,BUS,48.5974041732717,2025-03-30 15:30:29.670855,2
QJX-158,NO_CINTURON,LEVE,CAMION,62.66875210514809,2025-10-11 15:30:29.671252,15
BFR-197,LUZ_ROJA,LEVE,MOTO,76.45050948162458,2025-08-10 15:30:29.671596,3
SQD-495,USO_CELULAR,MODERADA,AUTO,81.3594340765471,2025-08-25 15:30:29.676011,2
SDR-613,NO_RESPETAR_PASO_PEATONAL,MODERADA,AUTO,66.7539995195923,2025-07-09 15:30:29.676507,16
NWQ-981,GIRO_PROHIBIDO,LEVE,AUTO,63.289644533702614,2025-03-20 15:30:29.676874,17
DVW-924,LUZ_ROJA,LEVE,CAMION,71.38635593082596,2025-04-05 15:30:29.677249,14
CFM-219,EXCESO_VELOCIDAD,GRAVE,AUTO,44.4286724427557,2025-01-29 15:30:29.677593,19
PKV-619,EXCESO_VELOCIDAD,LEVE,AUTO,40.698580580208954,2025-07-22 15:30:29.677932,21
ZCX-873,INVASION_CARRIL,MODERADA,AUTO,61.62001115920455,2025-09-04 15:30:29.682516,13
HBL-848,EXCESO_VELOCIDAD,MODERADA,AUTO,61.33371488719618,2024-11-06 15:30:29.682893,20
YPA-684,GIRO_PROHIBIDO,LEVE,MOTO,76.37836971231164,2025-06-12 15:30:29.683278,16
JGQ-625,ESTACIONAMIENTO_PROHIBIDO,LEVE,MOTO,29.722682034170433,2025-07-23 15:30:29.683627,6
SZC-667,ESTACIONAMIENTO_PROHIBIDO,MUY_GRAVE,AUTO,62.175956189390725,2025-06-29 15:30:29.688173,4
XMC-425,ESTACIONAMIENTO_PROHIBIDO,GRAVE,AUTO,70.43285023447888,2025-03-12 15:30:29.688608,21
YCI-897,EXCESO_VELOCIDAD,LEVE,AUTO,103.2634841486047,2025-09-24 15:30:29.689022,6
XNX-110,EXCESO_VELOCIDAD,GRAVE,AUTO,58.740271967907404,2025-08-14 15:30:29.689383,0
LEF-509,EXCESO_VELOCIDAD,GRAVE,CAMION,59.239361702017746,2024-11-28 15:30:29.689731,15
AFR-109,LUZ_ROJA,LEVE,AUTO,78.79263951641225,2025-06-21 15:30:29.694262,4
WPY-138,NO_CINTURON,MODERADA,CAMION,53.276630755497756,2025-04-13 15:30:29.694670,18
ATQ-239,GIRO_PROHIBIDO,MODERADA,BUS,64.83123466150478,2024-12-20 15:30:29.695055,5
RFE-415,GIRO_PROHIBIDO,GRAVE,AUTO,59.833619940770966,2024-10-14 15:30:29.695409,20
HBH-958,EXCESO_VELOCIDAD,LEVE,AUTO,69.97054117999664,2025-06-06 15:30:29.695770,19
RHM-323,LUZ_ROJA,MUY_GRAVE,BUS,51.70618743949047,2025-09-18 15:30:29.699824,14
ZCX-873,EXCESO_VELOCIDAD,MODERADA,AUTO,32.53282682492475,2025-09-20 15:30:29.700249,10
ZYV-926,INVASION_CARRIL,GRAVE,AUTO,41.573342531013566,2025-09-11 15:30:29.700606,15
EXA-861,EXCESO_VELOCIDAD,LEVE,AUTO,66.96554795319861,2025-01-07 15:30:29.705114,2
VXI-791,EXCESO_VELOCIDAD,LEVE,AUTO,51.74172102437268,2025-06-20 15:30:29.705558,0
BNU-715,INVASION_CARRIL,LEVE,AUTO,85.64742279115498,2025-09-26 15:30:29.705910,11
QJX-158,INVASION_CARRIL,LEVE,AUTO,57.46916732704094,2025-08-08 15:30:29.706313,3
KYY-250,USO_CELULAR,LEVE,MOTO,60.80284196848568,2025-06-26 15:30:29.706668,14
YCI-897,EXCESO_VELOCIDAD,LEVE,AUTO,63.644060316385605,2024-11-19 15:30:29.711194,18
HUG-221,EXCESO_VELOCIDAD,LEVE,AUTO,69.82463376332535,2024-11-06 15:30:29.711593,0
GNT-128,LUZ_ROJA,MODERADA,MOTO,72.16197968387564,2025-08-28 15:30:29.711969,0
TKD-946,NO_RESPETAR_PASO_PEATONAL,LEVE,AUTO,71.95493795583411,2025-03-07 15:30:29.712345,4
FMO-327,USO_CELULAR,GRAVE,AUTO,66.7610818506532,2024-12-22 15:30:29.712696,22
JXR-350,GIRO_PROHIBIDO,LEVE,MOTO,54.29389113883731,2025-04-26 15:30:29.717242,8
CWQ-189,GIRO_PROHIBIDO,GRAVE,MOTO,55.03532739579592,2025-08-30 15:30:29.717675,6
NXR-387,EXCESO_VELOCIDAD,LEVE,MOTO,45.44813609430535,2025-02-28 15:30:29.718056,3
MKB-300,EXCESO_VELOCIDAD,LEVE,AUTO,54.03663351762418,2025-04-04 15:30:29.718432,14
TUD-664,USO_CELULAR,MUY_GRAVE,AUTO,84.0939714067733,2025-01-01 15:30:29.718790,16
ODL-784,ESTACIONAMIENTO_PROHIBIDO,GRAVE,AUTO,62.42346758912783,2024-12-24 15:30:29.723340,17
JPH-457,ESTACIONAMIENTO_PROHIBIDO,LEVE,AUTO,61.96311179922938,2025-03-23 15:30:29.723733,9
WYH-824,NO_CINTURON,LEVE,AUTO,48.920517095372944,2024-11-02 15:30:29.724116,7
XNX-913,EXCESO_VELOCIDAD,LEVE,CAMION,59.89432521779168,2024-11-28 15:30:29.724470,23
LPZ-573,EXCESO_VELOCIDAD,LEVE,AUTO,56.76585632147967,2025-07-10 15:30:29.724829,7
TEA-788,GIRO_PROHIBIDO,MODERADA,CAMION,83.17885754632115,2025-01-11 15:30:29.729386,9
CTL-106,EXCESO_VELOCIDAD,MODERADA,AUTO,96.21325968358099,2025-09-28 15:30:29.729772,16
EIX-291,EXCESO_VELOCIDAD,MUY_GRAVE,MOTO,74.25023743004468,2025-01-20 15:30:29.732348,12
WII-198,ESTACIONAMIENTO_PROHIBIDO,LEVE,CAMION,63.645070830815996,2024-10-31 15:30:29.732729,19
PMR-978,ESTACIONAMIENTO_PROHIBIDO,LEVE,BUS,51.36177431312518,2024-12-18 15:30:29.735216,18
YAU-761,EXCESO_VELOCIDAD,MODERADA,AUTO,16.50159329587502,2025-06-03 15:30:29.735574,10
LLT-897,INVASION_CARRIL,LEVE,MOTO,62.39471654111855,2024-12-14 15:30:29.735954,3
CVB-154,LUZ_ROJA,GRAVE,AUTO,68.57112581578171,2025-09-17 15:30:29.736331,9
VQT-781,NO_CINTURON,MODERADA,MOTO,79.88148163642617,2024-11-10 15:30:29.736682,6
AXO-641,EXCESO_VELOCIDAD,LEVE,AUTO,38.89777485753693,2025-05-04 15:30:29.739158,12
ZYV-926,EXCESO_VELOCIDAD,MUY_GRAVE,MOTO,58.68847006834228,2024-12-30 15:30:29.739522,16
JVE-199,NO_RESPETAR_PASO_PEATONAL,MODERADA,MOTO,68.22479441331748,2025-07-06 15:30:29.739876,11
YBO-814,USO_CELULAR,MODERADA,AUTO,59.5433950274585,2025-03-21 15:30:29.740280,22
HOU-530,INVASION_CARRIL,MODERADA,AUTO,58.463673509745306,2025-04-08 15:30:29.740627,13
UJD-140,ESTACIONAMIENTO_PROHIBIDO,GRAVE,CAMION,34.13242820887821,2025-08-29 15:30:29.743103,13
PSE-185,ESTACIONAMIENTO_PROHIBIDO,LEVE,AUTO,48.91000815964914,2025-04-15 15:30:29.743491,21
HBH-650,EXCESO_VELOCIDAD,LEVE,AUTO,39.7090719329356,2025-08-20 15:30:29.743847,10
FSD-996,GIRO_PROHIBIDO,GRAVE,AUTO,65.81147807376391,2025-04-03 15:30:29.744455,2
ZVL-379,GIRO_PROHIBIDO,GRAVE,AUTO,53.51934352538798,2025-05-11 15:30:29.744855,20
KLL-455,EXCESO_VELOCIDAD,MODERADA,CAMION,49.09037905844541,2025-09-07 15:30:29.749405,22
GRD-700,EXCESO_VELOCIDAD,MODERADA,AUTO,61.06335979233098,2025-10-02 15:30:29.749772,16
TXL-789,GIRO_PROHIBIDO,GRAVE,AUTO,46.559526543516185,2024-10-18 15:30:29.750155,3
TGC-501,EXCESO_VELOCIDAD,LEVE,MOTO,61.15474712110731,2024-10-23 15:30:29.750508,5
HBL-848,EXCESO_VELOCIDAD,MODERADA,AUTO,61.8610908857924,2025-05-25 15:30:29.750870,8
HUG-221,USO_CELULAR,LEVE,AUTO,68.29723734568813,2025-10-04 15:30:29.755420,3
API-880,EXCESO_VELOCIDAD,MODERADA,CAMION,51.776995527498414,2025-02-12 15:30:29.755810,20
GRB-446,USO_CELULAR,LEVE,CAMION,60.06901630645709,2025-06-05 15:30:29.756193,5
QIK-649,LUZ_ROJA,MODERADA,AUTO,72.29832230972696,2025-05-20 15:30:29.756526,18
DHD-795,LUZ_ROJA,LEVE,MOTO,44.62790769994308,2025-08-16 15:30:29.756867,6
RHM-323,ESTACIONAMIENTO_PROHIBIDO,GRAVE,MOTO,52.19242638044118,2025-02-10 15:30:29.761396,11
HHG-715,LUZ_ROJA,LEVE,MOTO,62.46911767962233,2025-09-17 15:30:29.761801,10
TKD-946,LUZ_ROJA,LEVE,MOTO,59.37394301435282,2024-12-29 15:30:29.762210,6
BTY-265,NO_RESPETAR_PASO_PEATONAL,LEVE,AUTO,83.75066822294299,2025-02-08 15:30:29.762568,17
JWZ-966,EXCESO_VELOCIDAD,MODERADA,CAMION,38.279048570353126,2024-12-07 15:30:29.767016,9
QKL-862,GIRO_PROHIBIDO,MUY_GRAVE,BUS,64.20798510832887,2024-12-20 15:30:29.767577,3
JMS-674,NO_CINTURON,MODERADA,AUTO,75.24140282470451,2025-01-06 15:30:29.767988,21
JXR-350,EXCESO_VELOCIDAD,MUY_GRAVE,AUTO,73.10442753111795,2025-10-07 15:30:29.768341,21
SGU-940,EXCESO_VELOCIDAD,LEVE,AUTO,59.54395850204252,2025-04-09 15:30:29.768662,11
EKF-245,LUZ_ROJA,MUY_GRAVE,AUTO,48.92914374507913,2025-01-03 15:30:29.771532,23
AUT-560,LUZ_ROJA,MODERADA,MOTO,62.718767439030756,2025-09-10 15:30:29.771930,14
LGB-323,USO_CELULAR,LEVE,MOTO,46.2615390930042,2025-05-22 15:30:29.772287,9
ZNB-177,NO_RESPETAR_PASO_PEATONAL,GRAVE,MOTO,42.922723650934756,2025-01-30 15:30:29.772615,14
OYW-282,EXCESO_VELOCIDAD,LEVE,AUTO,64.71828255805156,2025-05-14 15:30:29.772973,20
CTL-106,EXCESO_VELOCIDAD,MODERADA,MOTO,62.07968842067704,2025-05-14 15:30:29.773322,15
KMY-792,GIRO_PROHIBIDO,MODERADA,AUTO,79.66751246703936,2024-10-24 15:30:29.773646,8
TYC-584,ESTACIONAMIENTO_PROHIBIDO,MODERADA,MOTO,56.63521543682843,2025-07-05 15:30:29.774026,4
WJJ-771,NO_RESPETAR_PASO_PEATONAL,GRAVE,CAMION,43.520693622332814,2025-08-31 15:30:29.774431,5
FHW-914,NO_CINTURON,LEVE,MOTO,81.30756430906595,2025-07-03 15:30:29.774774,18
KYY-250,LUZ_ROJA,LEVE,AUTO,38.516270171701606,2025-10-02 15:30:29.775148,11
XUD-971,NO_RESPETAR_PASO_PEATONAL,LEVE,AUTO,51.5918223588304,2025-03-11 15:30:29.775471,11
NUF-198,INVASION_CARRIL,MODERADA,CAMION,49.85638187636364,2025-06-29 15:30:29.775780,13
OMR-605,ESTACIONAMIENTO_PROHIBIDO,LEVE,AUTO,43.58452803674785,2025-09-14 15:30:29.776152,9
AVW-470,LUZ_ROJA,LEVE,AUTO,53.17807923933461,2025-02-03 15:30:29.776460,23
OZI-976,USO_CELULAR,MODERADA,AUTO,44.402902034596735,2024-12-22 15:30:29.776749,22
NBS-853,LUZ_ROJA,LEVE,AUTO,61.78945057533026,2025-02-22 15:30:29.777100,22
HBM-380,LUZ_ROJA,LEVE,BUS,58.99560145054291,2025-08-22 15:30:29.777432,10
NUF-198,INVASION_CARRIL,MODERADA,AUTO,86.78806686456176,2025-09-15 15:30:29.777772,3
IXC-734,ESTACIONAMIENTO_PROHIBIDO,LEVE,BUS,64.45583657237864,2025-03-12 15:30:29.778176,16
GRB-446,INVASION_CARRIL,MUY_GRAVE,AUTO,69.37723295265589,2025-04-09 15:30:29.778523,22
JVU-937,USO_CELULAR,LEVE,BUS,65.68823485250205,2025-04-30 15:30:29.778868,20
NEB-366,USO_CELULAR,GRAVE,MOTO,42.71907509602592,2024-10-21 15:30:29.779230,19
BNU-715,NO_RESPETAR_PASO_PEATONAL,LEVE,AUTO,66.13090402461862,2025-06-17 15:30:29.779525,3
GIH-879,INVASION_CARRIL,LEVE,AUTO,54.19319360478665,2025-10-02 15:30:29.779870,5
MMA-361,NO_RESPETAR_PASO_PEATONAL,LEVE,AUTO,57.78416932375386,2025-07-12 15:30:29.780234,16
ROS-546,NO_CINTURON,GRAVE,AUTO,54.73672839556501,2024-12-20 15:30:29.780542,5
WPY-138,LUZ_ROJA,GRAVE,AUTO,40.86305767050054,2024-11-12 15:30:29.780835,23
QQL-319,USO_CELULAR,GRAVE,BUS,60.96931546770798,2024-12-03 15:30:29.784325,0
STG-919,EXCESO_VELOCIDAD,MODERADA,CAMION,34.99265494233967,2024-12-04 15:30:29.784689,13
PME-692,LUZ_ROJA,MODERADA,CAMION,57.00500360793903,2025-03-28 15:30:29.785069,18
KND-765,GIRO_PROHIBIDO,MODERADA,MOTO,34.39237911703695,2025-02-27 15:30:29.785429,8
WNG-894,EXCESO_VELOCIDAD,MODERADA,AUTO,47.14722202308301,2025-06-25 15:30:29.785778,1
HEP-701,ESTACIONAMIENTO_PROHIBIDO,GRAVE,AUTO,43.10919058633425,2025-07-17 15:30:29.788755,8
HOU-530,NO_CINTURON,MUY_GRAVE,MOTO,89.31445857037967,2024-12-01 15:30:29.789159,19
PDE-987,LUZ_ROJA,LEVE,AUTO,78.6697917230295,2025-07-04 15:30:29.789512,18
OGL-608,EXCESO_VELOCIDAD,GRAVE,BUS,66.71183313199455,2025-03-29 15:30:29.789859,11
IQN-242,NO_CINTURON,LEVE,AUTO,55.381464865941005,2025-09-28 15:30:29.790229,4
CAA-790,LUZ_ROJA,MODERADA,AUTO,64.66801970938229,2025-01-06 15:30:29.790548,16
ZZA-850,EXCESO_VELOCIDAD,MODERADA,MOTO,65.17802665844204,2025-04-07 15:30:29.790884,2
ICA-504,GIRO_PROHIBIDO,LEVE,MOTO,68.83766751302068,2025-10-02 15:30:29.791268,14
QJX-158,LUZ_ROJA,MODERADA,AUTO,48.979454450099766,2025-05-19 15:30:29.791587,15
KHZ-282,LUZ_ROJA,GRAVE,MOTO,54.59952754507564,2025-08-01 15:30:29.791935,21
JDF-799,GIRO_PROHIBIDO,LEVE,AUTO,67.8630625635232,2025-09-04 15:30:29.792353,8
ZDZ-747,EXCESO_VELOCIDAD,MUY_GRAVE,BUS,48.744584571872835,2025-10-08 15:30:29.792709,6
BXO-137,EXCESO_VELOCIDAD,GRAVE,AUTO,41.30603979098354,2025-03-20 15:30:29.793096,21
RQG-195,EXCESO_VELOCIDAD,GRAVE,AUTO,58.01795116647679,2025-10-11 15:30:29.793455,6
JZS-138,LUZ_ROJA,MUY_GRAVE,MOTO,52.144030458428674,2024-12-18 15:30:29.793803,5
NWQ-981,NO_RESPETAR_PASO_PEATONAL,MODERADA,AUTO,64.34480547314637,2025-03-30 15:30:29.794212,6
MXT-795,LUZ_ROJA,GRAVE,AUTO,60.688071673268475,2025-06-15 15:30:29.794569,1
CPW-111,ESTACIONAMIENTO_PROHIBIDO,MUY_GRAVE,AUTO,84.09821079432503,2024-11-20 15:30:29.794914,17
FSD-996,ESTACIONAMIENTO_PROHIBIDO,LEVE,AUTO,46.5364997249945,2025-07-30 15:30:29.795333,18
BFV-610,LUZ_ROJA,MODERADA,AUTO,68.09481892880946,2025-05-27 15:30:29.795696,6
DAD-900,EXCESO_VELOCIDAD,LEVE,AUTO,54.727322971510795,2025-03-07 15:30:29.796062,12
OQK-952,LUZ_ROJA,GRAVE,CAMION,38.497110415672566,2024-10-20 15:30:29.796430,7
JZL-352,EXCESO_VELOCIDAD,LEVE,AUTO,28.423332179058146,2024-12-20 15:30:29.796779,12
FHW-914,GIRO_PROHIBIDO,LEVE,MOTO,51.64606788472557,2024-11-09 15:30:29.797165,8
XSG-102,LUZ_ROJA,MODERADA,AUTO,50.099520649112584,2025-04-24 15:30:29.797502,21
KPD-599,LUZ_ROJA,GRAVE,MOTO,62.41326574487653,2025-09-29 15:30:29.797852,23
TZQ-672,EXCESO_VELOCIDAD,GRAVE,AUTO,46.161109997587076,2025-04-22 15:30:29.798478,2
OWN-462,EXCESO_VELOCIDAD,MODERADA,MOTO,62.761991595338166,2025-06-18 15:30:29.798825,1
BFV-610,LUZ_ROJA,LEVE,AUTO,40.80303020820794,2025-08-07 15:30:29.799237,5
XKI-687,LUZ_ROJA,MODERADA,AUTO,89.13284419040656,2025-09-03 15:30:29.799603,16
MOK-640,INVASION_CARRIL,GRAVE,AUTO,30.948070669016413,2025-08-03 15:30:29.799974,5
BVP-700,INVASION_CARRIL,MODERADA,AUTO,59.99165556367747,2025-08-24 15:30:29.800334,19
DMK-358,ESTACIONAMIENTO_PROHIBIDO,MODERADA,AUTO,51.47860665634889,2025-04-29 15:30:29.800687,21
AOE-622,INVASION_CARRIL,MODERADA,AUTO,52.94545286094057,2024-12-16 15:30:29.801065,17
VCP-780,EXCESO_VELOCIDAD,LEVE,AUTO,35.628279609041066,2025-05-09 15:30:29.801428,1
VVH-660,NO_CINTURON,LEVE,CAMION,44.25261699722804,2025-05-17 15:30:29.801798,23
MYQ-508,LUZ_ROJA,LEVE,AUTO,57.26891639167122,2025-06-06 15:30:29.802191,6
TGC-501,INVASION_CARRIL,LEVE,AUTO,66.94114075056453,2025-05-18 15:30:29.802535,8
FWD-538,EXCESO_VELOCIDAD,MODERADA,AUTO,14.31106753377582,2025-01-25 15:30:29.802870,2
FWD-538,NO_CINTURON,MODERADA,BUS,33.90897042094895,2025-08-07 15:30:29.803214,3
JCR-949,NO_CINTURON,GRAVE,AUTO,44.21279884505381,2024-12-25 15:30:29.803525,6
ZMB-826,NO_RESPETAR_PASO_PEATONAL,MODERADA,AUTO,76.22582541592641,2025-08-04 15:30:29.803855,8
XSG-102,ESTACIONAMIENTO_PROHIBIDO,GRAVE,CAMION,53.154203079937865,2025-06-20 15:30:29.804232,11
YVM-798,USO_CELULAR,LEVE,BUS,54.73725854885288,2025-03-08 15:30:29.804566,20
JVA-121,NO_CINTURON,LEVE,AUTO,26.72478359923378,2025-01-24 15:30:29.804873,14
OCW-919,LUZ_ROJA,LEVE,AUTO,59.93067466644717,2024-11-24 15:30:29.805286,21
KXD-828,INVASION_CARRIL,LEVE,AUTO,65.5621077831253,2025-04-21 15:30:29.805616,10
EEV-146,EXCESO_VELOCIDAD,MODERADA,AUTO,68.27828957733232,2025-01-09 15:30:29.805971,7
LGB-486,NO_CINTURON,MODERADA,AUTO,70.20345312626444,2025-01-20 15:30:29.806333,14
VHB-376,GIRO_PROHIBIDO,MODERADA,AUTO,52.62393226813909,2024-11-04 15:30:29.806686,6
IHQ-740,EXCESO_VELOCIDAD,LEVE,AUTO,52.716989420407536,2025-04-29 15:30:29.807074,13
AOE-622,EXCESO_VELOCIDAD,LEVE,AUTO,71.20609265769829,2025-03-06 15:30:29.807446,7
PWF-575,NO_CINTURON,GRAVE,MOTO,80.97886506939159,2024-10-16 15:30:29.807807,13
ZKE-759,NO_CINTURON,GRAVE,BUS,42.80399539923323,2025-04-13 15:30:29.808197,2
BXL-513,USO_CELULAR,MODERADA,MOTO,66.98659977736234,2025-07-22 15:30:29.808690,22
HUG-221,LUZ_ROJA,GRAVE,CAMION,73.4792675939797,2025-03-17 15:30:29.809188,0
ZVZ-669,LUZ_ROJA,MODERADA,AUTO,39.47455361918966,2025-08-27 15:30:29.809524,22
ZIV-150,EXCESO_VELOCIDAD,MODERADA,AUTO,54.8800782035471,2025-09-07 15:30:29.809876,23
MIO-912,EXCESO_VELOCIDAD,LEVE,MOTO,59.82673052660028,2025-02-11 15:30:29.810266,21
EOY-549,EXCESO_VELOCIDAD,MODERADA,AUTO,47.92242372385685,2024-12-17 15:30:29.810613,4
